ProtocolID,FreezeID,ProjectorID,RowCoordinate,ColumnCoordinate,Value,UsesTargetResiduals,UsesScoreOutcome,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_P_MORPH_PROJECTION,1.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_active_reduced,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_B_BRANCH_RESPONSE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_P_MORPH_PROJECTION,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_COORD_ORIGIN_CENTER,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_COORD_SCALE_UNIT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_EXT_SOURCE_FAMILY,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_FULL_ACTION_DOMAIN_NULL_GAUGE_PACKET_v1,P_null,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_PHI_PARENT_SOURCE,0.0,False,False,False,full_action_domain_null_gauge_packet_no_scoring
